term	gene
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	POLD3
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	POLD4
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	POLD2
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	XAB2
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	RPA1
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	DDB2
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	POLE
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	SLX4
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	RFC3
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	BRCA1
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	RFC4
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	XPC
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	RFC2
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	POLK
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	SLX4IP
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20250210%WP5114%HOMO SAPIENS	POLE2
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	MYRF
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	TMEM98
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	GRB2
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	PTPN11
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	PLXND1
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	LHB
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	NEUROG1
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	ANOS1
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	ASCL1
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	GNRH1
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	MAPK1
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	MAP2K2
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	SOX10
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	OTX2
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	FRS2
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	OLIG2
KALLMANN SYNDROME%WIKIPATHWAYS_20250210%WP5074%HOMO SAPIENS	PROK2
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	RB1
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGER2
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	LTC4S
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	ALOX15
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	ALOX12
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	ALOX5AP
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	HRAS
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	GNAI1
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	CDKN1A
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGS2
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	MAPK11
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	ALOX5
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	IGFBP5
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGIS
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	SIRT1
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PRXL2B
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	hCG_14925
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGES
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	GNAS
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PLCB1
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGER4
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGER1
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGS1
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	PTGER3
PROSTAGLANDIN AND LEUKOTRIENE METABOLISM IN SENESCENCE %WIKIPATHWAYS_20250210%WP5122%HOMO SAPIENS	ALOX15B
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	EPHX2
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	CYP2C8
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	COX8A
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	CYP2J2
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	CYP2C9
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	COX5A
ARACHIDONATE EPOXYGENASE EPOXIDE HYDROLASE%WIKIPATHWAYS_20250210%WP678%HOMO SAPIENS	HEL-S-22
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	LPP
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	MFAP5
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	MYLK
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	HEL114
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	ITGB3
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	ACTN1
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	ITGAV
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	PXN
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	CREB1
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	PRKCQ
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	MAPK1
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	DKFZp666O0110
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	DKFZp434N101
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	MYL2
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	MAPK3
MFAP5 EFFECT ON PERMEABILITY AND MOTILITY OF ENDOTHELIAL CELLS VIA CYTOSKELETON REARRANGEMENT%WIKIPATHWAYS_20250210%WP4560%HOMO SAPIENS	JUN
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	SRY
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	AMH
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	SOX9
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	NR5A1
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	CTNNB1
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	WNT4
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	WT1
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	FOXL2
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	SOX8
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	DHH
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	GATA4
SOMATIC SEX DETERMINATION%WIKIPATHWAYS_20250210%WP4814%HOMO SAPIENS	DMRT1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	GABPB1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	MTERF3
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	TFB2M
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	TFB1M
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	PPRC1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	SP1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	MTERF1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	CREB1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	ESRRA
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	GABPA
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	PPP3CA
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	PPARGC1B
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	PPARGC1A
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	POLRMT
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	HCFC1
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	CAMK4
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20250210%WP391%HOMO SAPIENS	MYEF2
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	BUB1B
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	RAD21
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	SMC1A
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	MAD2L1
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	CENPE
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	CDC20
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	PTTG1
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20250210%WP4240%HOMO SAPIENS	SMC3
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	HMGCR
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ATP8B1
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ABCC3
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	EPHX1
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ABCC2
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	NR1I3
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ABCB11
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ABCB4
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	SLC22A1
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	NR1H4
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	LDLR
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	SCARB1
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ABCG8
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	SLCO1A2
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	ABCG5
CHOLESTASIS%WIKIPATHWAYS_20250210%WP5238%HOMO SAPIENS	RXRA
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	CSF1
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	ID2
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	FLT3LG
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	TCF4
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	STAT3
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	RUNX2
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	IKZF1
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	IRF4
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	BATF3
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	SPI1
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	IRF8
DEVELOPMENT OF PULMONARY DENDRITIC CELLS AND MACROPHAGE SUBSETS%WIKIPATHWAYS_20250210%WP3892%HOMO SAPIENS	CSF2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	FOXP3
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PIK3R2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	JUNB
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	FOXH1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP2K4
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ITGB1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SRC
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	HGS
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CITED1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RBL1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	FOS
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAPK9
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAPK8
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAPK1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP2K1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP2K2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	DKFZp666O0110
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAPK14
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RBL2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	GRB2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	STRAP
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SOS1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RAF1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RUNX2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SKP1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	COL1A2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ITGA2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CCNB2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CDC2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SUMO1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CDKN2B
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PIAS2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PIAS1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ZFYVE9
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CCND1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RBX1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ZEB2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CDC42
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SNIP1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RNF111
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	EID2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	LIMK2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	DCP1A
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MET
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	UCHL5
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PJA1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	NEDD9
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	STAMBPL1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	DKFZp451O0517
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	E2F4
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	WWP1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PARD6A
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	JUND
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ATF3
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SMAD2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SMAD4
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	EP300
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	DKFZp781N011
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MMP12
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ITCH
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SIN3A
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SKI
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP4K1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	E2F5
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	RAC1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP3K7
